geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
692122,Svarychiv,Svarychiv,"Svarichiv,Svarichov,Svariciv,Svarychev,Svarychiv,Svarychuv,Сваричів",48.9622,24.19658,P,PPL,UA,,6,,,,4845,,341,Europe/Kiev,2012-06-06
692129,Svalyava,Svalyava,"Svalava,Svaljava,Svalva,Svalyava,Свалява",48.54853,22.99578,P,PPL,UA,,25,,,,16507,,208,Europe/Uzhgorod,2012-04-05
692134,Suvorovskoye,Suvorovskoye,"Bogaj,Suvorovs'ke,Suvorovskoe,Suvorovskoye,Бога́й,Суворовское,Суворовське",45.25171,33.37194,P,PPLA3,UA,,11,694905,11153107,,3200,8,15,Europe/Simferopol,2016-08-12
692146,Sutysky,Sutysky,"Sutiski,Sutysky,Сутиски",49.04245,28.41733,P,PPL,UA,,23,,,,6111,,250,Europe/Kiev,2012-01-18
692170,Susanino,Susanino,"Bijuk-Buzav,Susanine,Susanino,Бию́к-Буза́в,Сусанино,Сусаніне",45.49898,33.69854,P,PPLA3,UA,,11,697572,11153020,,800,71,71,Europe/Simferopol,2016-08-11
692175,Surs’ko-Mykhaylivka,Surs'ko-Mykhaylivka,"Surs'ko-Mikhajlivka,Surs'ko-Mykhaylivka,Sursko-Mikhajlovka,Sursko-Mikhaylovka,Surs’ko-Mykhaylivka,Сурско-Михайловка,Сурсько-Михайлівка",48.27202,34.72759,P,PPL,UA,,4,,,,2552,,65,Europe/Kiev,2016-04-10
692194,Sumy,Sumy,"Gorad Sumy,Soemi,Soemy,Soumy,Sumad,Sumae,Sumai,Sumi,Sumio,Sumo,Sumy,Sumî,Sumõ,Sumı,Szumi,UMY,su mei,sumi,sumu~i,swmy,Горад Сумы,Суми,Сумы,Սումի,סומי,سومي,سومی,სუმი,スームィ,蘇梅,수미",50.9216,34.80029,P,PPLA,UA,,21,,,,294456,,143,Europe/Kiev,2012-11-08
692233,Sukhovolya,Sukhovolya,"Sukhovolja,Sukhovolya,Суховоля",49.82426,23.8377,P,PPL,UA,,15,,,,3612,,301,Europe/Kiev,2012-01-18
692301,Sudova Vyshnya,Sudova Vyshnya,"Sadowa Wisznia,Sondova Vishnya,Sudova Vishnja,Sudova Vyshnya,Sudovaya Vishna,Sudovaya Vishnya,Sądowa Wisznia,Wisznia,Судова Вишня",49.78892,23.37218,P,PPL,UA,,15,,,,6420,,216,Europe/Kiev,2013-01-10
692315,Sudak,Sudak,"Sudak,Sudako,Sudaq,Судак,სუდაკი",44.84924,34.97471,P,PPLA2,UA,,11,692311,,,16597,,33,Europe/Simferopol,2017-03-29
692317,Subottsi,Subottsi,"Subbotcy,Subbotets,Subbottsy,Subotci,Subottsi,Субботцы,Суботці",48.65545,32.52093,P,PPL,UA,,10,,,,3095,,170,Europe/Kiev,2016-06-04
692352,Studenok,Studenok,"Studenok,Студенок",49.09107,37.48697,P,PPL,UA,,7,,,,1440,,72,Europe/Kiev,2012-01-18
692372,Stryi,Stryi,"Strij,Stry,Stryi,Stryj,Stryy,Стрий,Стрый",49.26223,23.85609,P,PPL,UA,,15,,,,61404,,296,Europe/Kiev,2014-03-15
692410,Strogonovka,Strogonovka,"Mamak,Strogonivka,Strogonovka,Мама́к,Строгоновка,Строгонівка",44.9497,34.17924,P,PPL,UA,,11,693803,11152621,,3337,312,311,Europe/Simferopol,2016-05-23
692465,Strabychovo,Strabychovo,"Strabichevo,Strabichovo,Strabichëvo,Strabychove,Strabychovo,Страбичово",48.39247,22.54308,P,PPL,UA,,25,,,,3255,,106,Europe/Uzhgorod,2016-09-09
692468,Stizhkivs’ke,Stizhkivs'ke,"Stizhkivs'ke,Stizhkivs’ke,Stozhkovo,Stozhkovskoye,Стіжківське",48.11333,38.4925,P,PPL,UA,,5,,,,4480,,257,Europe/Kiev,2014-06-05
692485,Storozhnytsya,Storozhnytsya,"Iovro-Darma,Storozhnica,Storozhnicja,Storozhnitsa,Storozhnytsya,Сторожница,Сторожниця",48.60403,22.23269,P,PPL,UA,,25,,,,2623,,110,Europe/Uzhgorod,2016-09-09
692487,Storozhynets’,Storozhynets',"Storojinet,Storozhinec',Storozhinets,Storozhynets',Storozhynets’,Сторожинець",48.1643,25.72029,P,PPLA2,UA,,3,,,,0,,368,Europe/Kiev,2014-10-01
692506,Stolbovoye,Stolbovoye,"Kurulu,Stolbovoe,Stolbovoye,Stovpove,Курулу́,Стовпове,Столбовое",45.3627,33.49584,P,PPLA3,UA,,11,694905,11153106,,1082,92,94,Europe/Simferopol,2016-08-12
692531,Stetseva,Stetseva,"Steceva,Stetseva,Stetsova,Стецева",48.52767,25.57572,P,PPL,UA,,6,,,,3076,,249,Europe/Kiev,2012-01-18
692556,Botanicheskoye,Botanicheskoye,"Aip,Botanicheskoe,Botanicheskoye,Botanichne,Аи́п,Ботаническое,Ботанічне",45.78656,33.54856,P,PPLA3,UA,,11,695741,11153026,,1661,11,11,Europe/Simferopol,2016-08-11
692561,Stepnoye,Stepnoye,"Munij,Stepne,Stepnoe,Stepnoye,Муни́й,Степне,Степное",45.65212,33.77441,P,PPLA3,UA,,11,697572,11153019,,1461,47,44,Europe/Simferopol,2016-08-11
692604,Stepanivka,Stepanivka,"Stepanovka,Степановка",46.79489,29.98684,P,PPL,UA,UA,17,,,,1720,,10,Europe/Kiev,2010-07-21
692632,Stebnyk,Stebnyk,"Stebnik,Stebniki,Stebnyk,Стебник",49.29416,23.56357,P,PPL,UA,,15,,,,20087,,314,Europe/Kiev,2013-01-10
692638,Steblëv,Steblev,"Steblev,Steblev Pervyy,Steblëv,Steblëv Pervyy,Стеблев",49.40186,31.09764,P,PPL,UA,,1,,,,3859,,125,Europe/Kiev,2014-06-27
692644,Stayki,Stayki,"Stajki,Stayki,Стайки",50.07818,30.9038,P,PPL,UA,,13,,,,2203,,184,Europe/Kiev,2013-02-17
692672,Stavyshche,Stavyshche,"Stavishche,Stavishhe,Stavyshche,Ставище",50.40051,29.52796,P,PPL,UA,,27,,,,7634,,181,Europe/Kiev,2017-06-01
692674,Stavyshche,Stavyshche,"Stavishche,Stavishhe,Stavyshche,Ставище",49.39124,30.19022,P,PPLA2,UA,,13,,,,0,,210,Europe/Kiev,2014-10-01
692702,Staryy Sambir,Staryy Sambir,"Starij Sambir,Stary Sambor,Staryj Sambor,Staryy Sambir,Staryy Sambor,Старий Самбір,Старый Самбор",49.43856,23.00056,P,PPLA2,UA,,15,,,,5603,337,348,Europe/Kiev,2016-07-05
692703,Staryy Saltiv,Staryy Saltiv,"Star.Saltov,Starij Saltiv,Stary Saltov,Staryj Saltov,Staryy Saltiv,Staryy Saltov,Стар.Салтов,Старий Салтів,Старый Салтов",50.07619,36.78852,P,PPL,UA,,7,,,,3776,,107,Europe/Kiev,2014-01-12
692709,Staryy Merchyk,Staryy Merchyk,"Star.Merchik,Starij Merchik,Staryy Merchik,Staryy Merchyk,Стар.Мерчик,Старий Мерчик",49.98147,35.75904,P,PPL,UA,,7,,,,1709,,186,Europe/Kiev,2014-06-26
692713,Staryy Krym,Staryy Krym,"Starij Krim,Stary Krym,Staryj Krym,Staryy Krym,Старий Крим,Старый Крым",47.16146,37.48934,P,PPL,UA,,5,,,,5977,,45,Europe/Kiev,2014-09-05
692714,Stary Krym,Stary Krym,"Eski Qirim,Eski Qyrym,Eski Qırım,Starij Krim,Stary Krym,Staryj Krym,Старий Крим,Старый Крым",45.02887,35.09174,P,PPLA3,UA,,11,705800,11152875,,9370,300,336,Europe/Simferopol,2017-03-28
692742,Stari Kuty,Stari Kuty,"Kuty Stare,Kuty Stary,Kuty Staryye,Stari Kuti,Stari Kuty,Staryye Kuty,Старі Кути",48.27093,25.17293,P,PPL,UA,,6,,,,5068,,347,Europe/Kiev,2012-01-18
692749,Stari Bohorodchany,Stari Bohorodchany,"Stare-Bogorodchany,Stari Bogorodcani,Stari Bohorodchany,Staryye Bogorodchany,Старі Богородчани",48.83361,24.5243,P,PPL,UA,,6,,,,3426,,312,Europe/Kiev,2012-01-18
692775,Staroye Selo,Staroye Selo,"Stare Selo,Staroe Selo,Staroye Selo,Старе Село,Старое Село",49.71037,24.1895,P,PPL,UA,,15,,,,2119,,302,Europe/Kiev,2013-02-13
692818,Starokostyantyniv,Starokostyantyniv,"Starokonstantinov,Starokonstantinow,Starokostjantiniv,Starokostyantyniv,Староконстантинов,Старокостянтинів",49.75764,27.20342,P,PPLA2,UA,,9,,,,33897,,268,Europe/Kiev,2017-08-28
692819,Starokozache,Starokozache,"Cazaci,Cazacii-Vechi,Kazach',Kazach’,Staro-Kozaki,Starokazach'ye,Starokazach’ye,Starokozach'ye,Starokozache,Starokozach’ye,Старокозаче",46.33722,29.98528,P,PPL,UA,,17,,,,5108,,78,Europe/Kiev,2015-02-06
692829,Starobesheve,Starobesheve,"Starobesheve,Starobeshevo,Starobyeshevo,Staroye Beshevo,Старобешеве,Старобешево",47.75038,38.03051,P,PPLA2,UA,,5,,,,6917,,126,Europe/Kiev,2014-08-06
692832,Starobil’s’k,Starobil's'k,"Bel'skiy Gorodok,Bel’skiy Gorodok,Staraya Belaya,Starobel'sk,Starobel’sk,Starobil's'k,Starobil’s’k,Старобельск,Старобільськ",49.27832,38.91069,P,PPLA2,UA,,14,,,,22000,,62,Europe/Zaporozhye,2014-12-03
692844,Starychi,Starychi,"Starichi,Starici,Stariska,Starychi,Stazhiska,Stirichi,Старичі",49.98001,23.55848,P,PPL,UA,,15,,,,3293,,281,Europe/Kiev,2012-01-18
692856,Stara Vyzhivka,Stara Vyzhivka,"Stara Vizhivka,Stara Vizivka,Stara Vyzhivka,Stara Vyzhva,Staraya Vizhivka,Staraya Vyzhevka,Стара Вижівка",51.43762,24.43997,P,PPLA2,UA,,24,,,,5466,,176,Europe/Kiev,2014-08-06
692866,Stara Synyava,Stara Synyava,"Stara Sinjava,Stara Synyava,Staraya Sinyava,Стара Синява",49.60318,27.61909,P,PPLA2,UA,,9,,,,5771,,292,Europe/Kiev,2014-09-05
692944,Stanislav,Stanislav,"Stanislav,Станіслав",46.56909,32.14777,P,PPL,UA,,8,,,,4726,,40,Europe/Kiev,2012-01-18
692953,Stanytsya Luhans’ka,Stanytsya Luhans'ka,"Luganskaya,Stanichnno-Luganskoye,Stanichno Luganskaya,Stanichno-Lugans'ke,Stanichno-Luganskoe,Stanichno-Luganskoye,Stanicja Lugans'ka,Stanychno-Luhans'ke,Stanychno-Luhans’ke,Stanytsya Luhans'ka,Stanytsya Luhans’ka,Станиця Луганська,Станично-Луганское,Станично-Луганське",48.65433,39.47943,P,PPLA2,UA,,14,,,,12765,,45,Europe/Zaporozhye,2015-04-29
692960,Stal’noye,Stal'noye,"Baryn,Stal'ne,Stal'noe,Stal'noye,Stal’noye,Бары́н,Стальне,Стальное",45.70814,34.56238,P,PPLA3,UA,,11,709333,11152865,,1125,10,12,Europe/Simferopol,2016-06-09
692974,Stakhanovka,Stakhanovka,"Beshuj-Iljak,Stakhanovka,Бешу́й-Иля́к,Стахановка",45.37062,33.94883,P,PPLA3,UA,,11,697572,11153018,,857,66,67,Europe/Simferopol,2016-08-11
692975,Stakhanov,Stakhanov,"Gorad Stakhanau,Kadijewka,Kadiyevka,Ssergo,Stachanov,Stachanovas,Stachanow,Stahanov,Stahanova,Stahhanov,Stajanov,Stajánov,Stakhanov,Staxanov,astakhanwf  awkrayn,si da han nuo fu,Горад Стаханаў,Стаханов,Ստախանով,استاخانوف، اوکراین,სტახანოვი,斯達漢諾夫",48.56818,38.64352,P,PPL,UA,,14,,,,84425,,217,Europe/Zaporozhye,2014-06-05
693001,Serednye Vodyane,Serednye Vodyane,"Seredne Vodjane,Seredneh Vodjane,Serednye Vodyane,Sredneye Vodyanoye,Середнэ Водяне,Середнє Водяне",47.98159,23.91041,P,PPL,UA,,25,,,,5465,,272,Europe/Uzhgorod,2012-06-06
693002,Serednye,Serednye,"Seredne,Seredneye,Serednye,Srednee,Sredneye,Середнє,Среднее",48.54043,22.50696,P,PPL,UA,,25,,,,3505,,125,Europe/Uzhgorod,2016-09-09
693010,Sribne,Sribne,"Srebnoe,Srebnoye,Sribne,Sribnoye,Сребное,Срібне",50.66384,32.91867,P,PPLA2,UA,,2,,,,3534,,166,Europe/Kiev,2014-11-05
693028,Spas’ke,Spas'ke,"Spas'ke,Spasskoe,Spasskoye,Spas’ke,Спасское,Спаське",48.66667,35.05385,P,PPL,UA,,4,,,,3017,,68,Europe/Kiev,2014-09-05
693044,Spas,Spas,"Spas,Спас",48.88992,24.06293,P,PPL,UA,,6,,,,2976,,423,Europe/Kiev,2012-06-06
693062,Sovetskiy,Sovetskiy,"Ichki,Sovets'kij,Sovetskij,Sovetskiy,Ички́,Советский,Совєтський",45.34267,34.92463,P,PPLA2,UA,,11,693058,11153116,,10410,20,17,Europe/Simferopol,2016-08-12
693100,Sosnytsya,Sosnytsya,"Sosnica,Sosnicja,Sosnitsa,Sosnytsya,Сосница,Сосниця",51.52387,32.49985,P,PPLA2,UA,,2,,,,7825,,117,Europe/Kiev,2016-09-09
693176,Solotvyno,Solotvyno,"Aknaszlatina,Solotvina,Solotvino,Solotvyna,Solotvyno,Солотвино",47.94604,23.87035,P,PPL,UA,,25,,,,8931,,286,Europe/Uzhgorod,2012-06-06
693178,Solotvyn,Solotvyn,"Solotvin,Solotvina,Solotvyn,Solotwina,Sołotwina,Zolotvina,Солотвин",48.70212,24.42212,P,PPL,UA,,6,,,,3803,,428,Europe/Kiev,2013-01-10
693193,Solonka,Solonka,"Solonka,Solonka Vel'ka,Solonka Velikaya,Солонка",49.75621,24.01028,P,PPL,UA,UA,15,,,,3391,,318,Europe/Kiev,2009-02-11
693194,Solonytsivka,Solonytsivka,"Sinelitsovka,Sinolitsevka,Solonicevka,Solonicivka,Solonitsevka,Solonytsivka,Солоницевка,Солоницівка",49.99682,36.03464,P,PPL,UA,,7,,,,12378,,118,Europe/Kiev,2015-10-12
693218,Solnechnogorskoye,Solnechnogorskoye,"Kuru-Uzen',Quru OEzen,Quru Özen,Solnechnogorskoe,Solnechnogorskoye,Sonjachnogirs'ke,Куру́-Узе́нь,Солнечногорское,Сонячногірське",44.74722,34.53999,P,PPL,UA,,11,8449688,,,1150,34,23,Europe/Simferopol,2017-03-29
693219,Solnechnaya Dolina,Solnechnaya Dolina,"Koz,Kozy,Qoz,Solnechnaja Dolina,Solnechnaya Dolina,Sonjachna Dolina,Ко́зы,Коз,Солнечная Долина,Сонячна Долина",44.87185,35.10622,P,PPL,UA,,11,692311,,,1526,95,80,Europe/Simferopol,2017-03-29
693231,Solone,Solone,"Solenoe,Solenoye,Solone,Solënoye,Соленое,Солоне",48.20805,34.87208,P,PPLA2,UA,,4,,,,7304,,105,Europe/Kiev,2014-07-08
693272,Sokolinoye,Sokolinoye,"Kokkozy,Sokoline,Sokolinoe,Sokolinoye,Кокко́зы,Соколине,Соколиное",44.55041,33.95897,P,PPL,UA,,11,712968,11152806,,1251,281,270,Europe/Simferopol,2016-05-23
693283,Ilyinka,Ilyinka,"Il'inka,Illinka,Ilyinka,Novyj Dzhelishaj,Vilor,Іллінка,Вило́р,Ильинка,Но́вый Джелиша́й",45.81784,33.79482,P,PPLA3,UA,,11,704361,11152949,,1140,9,10,Europe/Simferopol,2016-08-09
693284,Sokyryany,Sokyryany,"Secureni,Secureni Targ,Secureni Târg,Sekiryany,Sekuren',Sekureni,Sekuren’,Sekuryany,Sokirjani,Sokiryany,Sokyryany,Сокиряни",48.44747,27.41678,P,PPLA2,UA,,3,,,,9877,,223,Europe/Kiev,2014-10-01
693301,Sokal’,Sokal',"Sokal',Sokal’,Сокаль",50.47438,24.28288,P,PPLA2,UA,,15,,,,21451,,198,Europe/Kiev,2014-08-06
693325,Sofiyivka,Sofiyivka,"Sofievka,Sofiewka,Sofiivka,Sofijewka,Sofiyevka,Sofiyivka,Ssofijewka,Софиевка,Софіївка",48.04865,33.87618,P,PPLA2,UA,,4,,,,8017,,111,Europe/Kiev,2016-03-10
693342,Sofyevka,Sofyevka,"Sofievka,Sofiivka,Sofyevka,Софиевка,Софіївка",45.08985,33.99887,P,PPL,UA,,11,693803,11152586,,3481,157,157,Europe/Simferopol,2016-05-23
693348,Sobolivka,Sobolivka,"Sobolivka,Соболівка",49.33604,28.65096,P,PPL,UA,,23,,,,3605,,246,Europe/Kiev,2012-01-18
693365,Sniatyn,Sniatyn,"Sniatyn,Snjatin,Snyatin,Snyatyn,Śniatyn,Снятин",48.44692,25.56937,P,PPLA2,UA,,6,,,,10089,,227,Europe/Kiev,2017-07-08
693379,Snihurivka,Snihurivka,"Smigirevk,Snegirevka,Snegirëvka,Snigirevka,Snigirëvka,Snigurivka,Snihurivka,Снігурівка",47.07579,32.80516,P,PPLA2,UA,,16,,,,14873,,51,Europe/Kiev,2014-11-05
693381,Snizhne,Snizhne,"Shezhnoye,Snezhnoe,Snezhnoye,Snizhne,Снежное,Сніжне",48.02612,38.77225,P,PPL,UA,,5,,,,55587,,290,Europe/Kiev,2014-06-05
693457,Smila,Smila,"Smela,Smila,Smiła,asmyla  awkrayn,si mi la,smela,smylh,Смела,Смила,Сміла,Սմելա,סמילה,اسمیلا، اوکراین,სმელა,斯米拉",49.22242,31.88714,P,PPLA2,UA,,1,,,,67530,,101,Europe/Kiev,2014-11-05
693468,Sloviansk,Sloviansk,"Gorad Slavjansk,Slavjansk,Slavyansk,Slawjansk,Sloveansk,Sloviansk,Slovjan'sk,Slovjans'k,Slovjansk,Slovjanska,Slovjanskas,Slovjansko,Slovyansk,Slov”yans'k,Slowiansk,Slowjansk,Słowiańsk,Słowjansk,aslwfyansk,seullobiyansikeu,si la wei yang si ke,slwfyansk,suravu~yansuku,Σλοβιάνσκ,Горад Славянск,Славянск,Славјанск,Словянськ,Словяньск,Սլովյանսկ,اسلوفیانسک,سلوفيانسك,სლავიანსკი,スラヴャンスク,斯拉維揚斯克,슬로비얀시크",48.86667,37.61667,P,PPL,UA,UA,5,,,,124800,,61,Europe/Kiev,2010-07-26
693469,Slov`yanoserbsk,Slov`yanoserbsk,"Slov'janoserbs'k,Slov”yanoserbs'k,Слов'яносербськ",48.69779,38.98133,P,PPL,UA,,14,,,,8065,,68,Europe/Zaporozhye,2013-01-02
693510,Slobidka,Slobidka,"Poselok Slobodka,Posëlok Slobodka,Slobidka,Slobodka,Слобідка",47.88694,29.34611,P,PPL,UA,,17,,,,2530,,258,Europe/Kiev,2014-10-01
693546,Sloboda,Sloboda,"Popova Sloboda,Sloboda,Слобода",51.19806,33.60695,P,PPL,UA,,21,,,,2949,,154,Europe/Kiev,2012-10-07
693571,Slavyanskoye,Slavyanskoye,"Sadyr,Slavjanskoe,Slavyanskoye,Slov'jans'ke,Сады́р,Славянское,Слов’янське",45.72768,33.32165,P,PPLA3,UA,,11,695741,11153040,,1194,29,29,Europe/Simferopol,2016-08-11
693581,Slavuta,Slavuta,"Slavouta,Slavuta,Slawuta,Sslawuta,Szlavuta,Sławuta,aslawwta,si la wu ta,Славута,Սլավուտա,סלאוויטא,اسلاووتا,სლავუტა,斯拉武塔",50.30155,26.86506,P,PPLA2,UA,,9,,,,33080,,218,Europe/Kiev,2014-09-05
693582,Slavske,Slavske,"Slavs'ke,Slavsko,Slavskoe,Slavskoye,Slavs’ke,Slawsko,Sławsko,slawskoye,Славское,Славське",48.84734,23.44587,P,PPL,UA,,15,,,,6436,590,588,Europe/Kiev,2017-08-18
693588,Slavnoye,Slavnoye,"Bakal Tatarskij,Slavne,Slavnoe,Slavnoye,Бака́л Тата́рский,Славне,Славное",45.72176,33.23689,P,PPLA3,UA,,11,695741,11153039,,914,8,12,Europe/Simferopol,2016-08-11
693598,Slatyne,Slatyne,"Kuliki,Poselok Slatino,Posëlok Slatino,Slatine,Slatino,Slatyne,Слатине,Слатино",50.21041,36.15376,P,PPL,UA,,7,,,,6544,,132,Europe/Kiev,2013-11-09
693611,Skvortsovo,Skvortsovo,"Skvorcove,Skvorcovo,Skvortsovo,Starye Lezy,Staryj Lez,Скворцове,Скворцово,Ста́рые Ле́зы,Ста́рый Лез",45.07542,33.82084,P,PPLA3,UA,,11,693803,11152620,,2517,53,57,Europe/Simferopol,2016-05-13
693615,Skvyra,Skvyra,"Skvira,Skvyra,Skvîra,Skvıra,Skwyra,askwyra,si ke wei la,sqwwyrh,Сквира,Սկվիրա,סקווירא,סקווירה,اسکویرا,სკვირა,斯克維拉",49.73177,29.66569,P,PPLA2,UA,,13,,,,17452,,201,Europe/Kiev,2014-10-01
693658,Skole,Skole,"Skol'ye,Skole,Skole i Ukraina,Skol’ye,askwlh,si ke lie,Сколе,Սկոլե,اسکوله,სკოლე,斯科列",49.03717,23.51346,P,PPLA2,UA,,15,,,,6491,,439,Europe/Kiev,2014-08-06
693679,Skhidnytsya,Skhidnytsya,"Schodnica,Skhidnicja,Skhidnytsya,Skhodnica,Skhodnitsa,Сходница,Східниця",49.22827,23.35016,P,PPL,UA,,15,,,,2257,,603,Europe/Kiev,2016-08-03
693684,Skelivka,Skelivka,"Fel'shtin,Fel'shtyn,Felsteen,Felstin,Felsztyn,Fel’shtin,Fel’shtyn,Skelevka,Skelivka,Скелевка,Скелівка",49.53728,22.96467,P,PPL,UA,,15,,,,1062,,319,Europe/Kiev,2016-07-05
693698,Skalistoye,Skalistoye,"Skaliste,Skalistoe,Skalistoye,Tav-Bodrak,Скалисте,Скалистое,Тав-Бодра́к",44.81686,33.97791,P,PPLA3,UA,,11,712968,11152821,,2997,206,219,Europe/Simferopol,2016-05-23
693700,Skalat,Skalat,"Skalat,Скалат",49.42732,25.97869,P,PPL,UA,,22,,,,3886,,320,Europe/Kiev,2012-01-18
693701,Skala-Podil’s’ka,Skala-Podil's'ka,"Skala,Skala Podolska,Skala-Podil's'ka,Skala-Podil’s’ka,Skala-Podol'skaja,Skala-Podol'skaya,Skala-Podol’skaya,Skała,Skała Podolska,Скала-Подольская,Скала-Подільська",48.85149,26.19909,P,PPL,UA,,22,,,,4255,,246,Europe/Kiev,2013-02-16
693709,Skadovs’k,Skadovs'k,"Skadovs'k,Skadovsk,Skadovs’k,Skadowsk,Скадовск,Скадовськ",46.1161,32.91124,P,PPLA2,UA,,8,,,,19404,,6,Europe/Kiev,2017-08-28
693712,Sizovka,Sizovka,"Saja,Sizivka,Sizovka,Сая,Сизiвка,Сизовка",45.34892,33.87669,P,PPLA3,UA,,11,694905,11153105,,1814,71,72,Europe/Simferopol,2016-08-12
693789,Synevyrs'ka Polyana,Synevyrs'ka Polyana,"Sinevir-Polyana,Sinevirskaja Poljana,Sinevirskaya Polyana,Siniyvir Polyana,Синевирская Поляна",48.58484,23.6891,P,PPL,UA,UA,25,,,,1355,,802,Europe/Uzhgorod,2010-03-04
693791,Synevyr,Synevyr,"Alsoszinever,Alsószinevér,Sinevir,Siniyvir,Sinovir,Synevyr,Синевир",48.48745,23.62575,P,PPL,UA,,25,,,,4623,,630,Europe/Uzhgorod,2012-05-06
693796,Synel’nykove,Synel'nykove,"Sinel'nikove,Sinel'nikovo,Sinel’nikovo,Synel'nykove,Synel’nykove,Синельникове,Синельниково",48.32044,35.51792,P,PPLA2,UA,,4,,,,31900,,171,Europe/Kiev,2014-07-08
693805,Simferopol,Simferopol,"Akmescit,Akməsҗit,Aq Mecit,Aq Mečit,Aqmescit,Gorad Simferopal',SIP,Simferepol',Simferopol,Simferopol',Simferopole,Simferopoli,Simferopolis,Simferopolj,Simferopolo,Simferòpol,Simferópol,Sinferopol,Sinferopoli,Sinferòpol,Symferopol,Symferopoli,Sympheropolis,Szimferopol,cimhperoppol,shinferopori,simpelopol,simpheropola,smfrwpwl,symfrbwl,symfrwbwl,symfrwpwl,symprwpwl,xin fei luo bo er,Συμφερόπολη,Акмәсҗит,Горад Сімферопаль,Симфереполь,Симферопол,Симферополь,Симферопољ,Сімферополь,Սիմֆերոպոլ,סימפרופול,سمفروپول,سيمفربول,سيمفروبول,سیمفروپول,सिंफेरोपोल,சிம்ஃபெரோப்போல்,სიმფეროპოლი,シンフェロポリ,辛菲罗波尔,심페로폴",44.95719,34.11079,P,PPLA2,UA,,11,8449684,,,336460,,247,Europe/Simferopol,2017-03-28
693809,Simeiz,Simeiz,"Pasjolak garadskoga typu Simjaiz,Simeiiz,Simeiz,Simeizo,Simejis,Simejiz,Simeïz,Szimejiz,Sîmeiiz,xi mei yi zi,Пасёлак гарадскога тыпу Сімяіз,Симеиз,Сімеїз,Սիմեիզ,西梅伊茲",44.40646,34.00704,P,PPL,UA,,11,8449687,,,2604,60,75,Europe/Simferopol,2016-05-23
693870,Shums’k,Shums'k,"Shums'k,Shumskoye,Shums’k,Szumsk,Шумськ",50.12157,26.11424,P,PPLA2,UA,,22,,,,0,,240,Europe/Kiev,2014-09-05
693903,Shturmovoye,Shturmovoye,"Novye Shuli,Shturmove,Shturmovoe,Shturmovoye,Новые Шули,Штурмове,Штурмовое",44.56767,33.62245,P,PPL,UA,,20,712927,11153385,,1535,18,13,Europe/Simferopol,2016-05-23
693920,Shpola,Shpola,"Shpola,Шпола",49.00687,31.39471,P,PPLA2,UA,,1,,,,18689,,150,Europe/Kiev,2014-11-05
693942,Shostka,Shostka,"Schostka,Shostka,Шостка",51.86296,33.4698,P,PPLA2,UA,,21,,,,85432,,154,Europe/Kiev,2014-11-05
693953,Sholokhove,Sholokhove,"Sholokhove,Sholokhovo,Шолохове,Шолохово",47.69453,34.03119,P,PPL,UA,,4,,,,3097,,31,Europe/Kiev,2016-04-10
693995,Shklo,Shklo,"Shklo,Szklo,Szkło,Шкло",49.95675,23.54408,P,PPL,UA,,15,,,,5164,,265,Europe/Kiev,2012-01-18
694013,Shyshaky,Shyshaky,"Shishaki,Shyshaky,Шишаки",49.88175,34.01118,P,PPL,UA,UA,18,,,,5671,,150,Europe/Kiev,2010-06-18
694016,Shyryayeve,Shyryayeve,"Sharayevo,Shirjaehve,Shirjaeve,Shiryayevo,Shyryayeve,Ширяэве,Ширяєве",47.38052,30.19638,P,PPLA2,UA,,17,694015,,,7018,,54,Europe/Kiev,2017-03-14
694023,Shyroke,Shyroke,"Shiroke,Shirokoye,Shyroke,Широке",47.95711,38.2316,P,PPL,UA,,5,,,,1001,,144,Europe/Kiev,2014-08-06
694025,Shyroke,Shyroke,"Shiroke,Shirokoye,Shyroke,Широке",47.69173,33.25715,P,PPLA2,UA,,4,,,,10920,,29,Europe/Kiev,2014-12-03
694030,Pshenichnoye,Pshenichnoye,"Karangit,Oktjabr'dorf,Pshenichne,Pshenichnoe,Pshenichnoye,Каранги́т,Октябрьдо́рф,Пшеничне,Пшеничное",45.64627,34.83767,P,PPLA3,UA,,11,700018,11152977,,868,9,7,Europe/Simferopol,2016-08-10
694073,Shypyntsi,Shypyntsi,"Shipentsi,Shipintsy,Shypyntsi,Sipinci,Шипинці",48.37677,25.74664,P,PPL,UA,,3,,,,2937,,182,Europe/Kiev,2012-01-18
694106,Partizany,Partizany,"Partizani,Partizany,Shejkh-Ehli,Партизани,Партизаны,Шейх-Эли́",45.14373,35.15509,P,PPLA3,UA,,11,705800,11152898,,1487,75,75,Europe/Simferopol,2016-07-21
694137,Shevchenkove,Shevchenkove,"Bulatselivka,Bulazelewka,Shevchenkove,Shevchenkovo,Шевченкове,Шевченково",49.69585,37.17348,P,PPLA2,UA,,7,,,,7090,,171,Europe/Kiev,2014-07-08
694148,Shevchenkove,Shevchenkove,"Shevchenko,Shevchenkove,Shevchenkovo,Шевченкове,Шевченково",46.86289,32.20387,P,PPL,UA,,16,,,,3031,,44,Europe/Kiev,2017-06-07
