geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
694152,Shevchenkove,Shevchenkove,"Caramahmet,Karamagmed,Karamakhmed,Shevchenkove,Shevchenkovo,Шевченкове,Шевченково",45.55604,29.33357,P,PPL,UA,,17,,,,5362,,16,Europe/Kiev,2015-02-06
694198,Sheshory,Sheshory,"Sheshori,Sheshory,Шешори,Шешоры",48.33197,24.98329,P,PPL,UA,,6,,,,1984,,432,Europe/Kiev,2012-06-06
694216,Shepetivka,Shepetivka,"Schepetowka,Sepetivka,Shepetivka,Shepetovka,Шепетовка,Шепетівка",50.18545,27.06365,P,PPLA2,UA,,9,,,,46419,,252,Europe/Kiev,2014-09-05
694245,Shelkovichnoye,Shelkovichnoye,"Shelkovichnoe,Shelkovichnoye,Shovkovichne,Temesh,Теме́ш,Шелковичное,Шовковичне",45.18748,33.68807,P,PPL,UA,,11,694905,11153096,,1357,29,37,Europe/Simferopol,2016-08-12
694273,Shchors,Shchors,"Shchors,Shchorsk,Shhors,Snovsk,Щорс",51.81865,31.94504,P,PPLA2,UA,,2,,,,11857,,125,Europe/Kiev,2014-11-05
694278,Shchyrets’,Shchyrets',"Shcherzhets,Shchezhets,Shchirets,Shchyrets',Shchyrets’,Shhirec,Shhiret',Shirets,Szczerzec,Щиреть,Щирец",49.65096,23.87426,P,PPL,UA,,15,,,,5733,,260,Europe/Kiev,2013-03-05
694290,Shcherbynivka,Shcherbynivka,"Serbinivka,Shcherbinovka,Shcherbynivka,Shherbinivka,Щербинівка",48.39489,37.79102,P,PPL,UA,,5,,,,3868,,101,Europe/Kiev,2014-06-05
694320,Shchebetovka,Shchebetovka,"Otus,Otuz,Otuzy,Shchebetovka,Shebetovka,Shhebetovka,Щебетовка",44.93821,35.158,P,PPL,UA,,11,8449683,,,3442,79,77,Europe/Simferopol,2016-06-04
694333,Shats’k,Shats'k,"Shac'k,Shats'k,Shatsk,Shats’k,Szack,Шатск,Шатськ,Шацьк",51.50208,23.93806,P,PPLA2,UA,,24,,,,5708,,167,Europe/Kiev,2014-08-06
694350,Sharhorod,Sharhorod,"Shargorod,Sharhorod,Шаргород",48.73835,28.08497,P,PPLA2,UA,,23,,,,6895,,232,Europe/Kiev,2014-10-01
694369,Shalyhyne,Shalyhyne,"Shaligine,Shalygino,Shalyhyne,Shul'gino,Shul’gino,Шалигине,Шалыгино",51.57167,34.12167,P,PPL,UA,,21,,,,3031,,160,Europe/Kiev,2014-06-27
694382,Shakhtars’k,Shakhtars'k,"Katyk,Shakhtars'k,Shakhtars’k,Shakhtersk,Shakhtërsk,Zapadno-Gruppskiy,Шахтарськ,Шахтерск",48.05657,38.43826,P,PPLA2,UA,,5,,,,71700,,227,Europe/Kiev,2014-12-03
694392,Shabo,Shabo,"Sba,Shaba,Shabo,Şba,Шабо",46.13262,30.38595,P,PPL,UA,,17,,,,6886,,15,Europe/Kiev,2015-02-06
694403,Sivers’k,Sivers'k,"Seversk,Sivers'k,Sivers’k,Yama,Северск,Сіверськ",48.86699,38.10007,P,PPL,UA,,5,,,,13900,,69,Europe/Kiev,2014-06-05
694423,Sevastopol,Sevastopol,"Akujar,Akyar,Aqjar,Aqyar,Sebastopol,Sebastopoli,Sebastopolis,Sebastopolo,Sebastòpol,Sevastopal',Sevastopol,Sevastopol',Sevastopole,Sevastopolis,Sevastopolj,Sevastopolo,Sevastopoľ,Sevastoupoli,Sewastopol,Sivastopol,Szevasztopol,Sébastopol,UKS,sai wa si tuo bo er,sbstwpwl,sebaseutopol,sevhastopola,sevu~asutopori,swastwpwl,syfastwbwl,Σεβαστούπολη,Акъяр,Севастопаль,Севастопол,Севастополь,Севастопољ,סבסטופול,سواستوپول,سيفاستوبول,सेव्हास्तोपोल,ဆီပတ်စတိုပိုမြို့,სევასტოპოლი,セヴァストポリ,塞瓦斯托波爾,세바스토폴",44.58883,33.5224,P,PPLA,UA,,20,,,,416263,50,72,Europe/Simferopol,2017-03-28
694427,Serpneve,Serpneve,"Leiptig,Leipzig,Leyptsig,Leyptsigskaya,Serpneve,Serpnevoye,Skinos,Серпневе",46.30094,29.01958,P,PPL,UA,,17,,,,1768,,50,Europe/Kiev,2016-04-10
694467,Serhiyivka,Serhiyivka,"Sergeevka,Sergeyevka,Sergeyevka-Bay,Serghieste-Noui,Serghieşte-Noui,Sergiivka,Sergiyivka,Serhiyivka,Сергеевка,Сергіївка",46.0272,30.37682,P,PPL,UA,,17,,,,5045,,13,Europe/Kiev,2015-02-06
694491,Seredyna-Buda,Seredyna-Buda,"Iseredinabuda,Seredina Buda,Seredina-Buda,Seredyna-Buda,Середина Буда,Середина-Буда",52.18903,34.03639,P,PPLA2,UA,,21,,,,7161,,194,Europe/Kiev,2014-07-08
694494,Serebryanka,Serebryanka,"Serebrjanka,Serebryanka,Серебрянка",48.91917,38.13494,P,PPL,UA,,5,,,,1111,,77,Europe/Kiev,2014-06-05
694495,Serebryanka,Serebryanka,"Oktjabr'dorf,Serebrjanka,Serebryanka,Октябрьдо́рф,Серебрянка",45.63937,33.49632,P,PPLA3,UA,,11,695741,11153038,,833,94,95,Europe/Simferopol,2016-08-11
694498,Serebriya,Serebriya,"Serebria,Serebriya,Серебрія",48.45593,27.71923,P,PPL,UA,,23,,,,2906,,77,Europe/Kiev,2012-01-18
694548,Sencha,Sencha,"Sencha,Сенча",50.25482,33.34602,P,PPL,UA,,18,,,,2953,,111,Europe/Kiev,2013-07-06
694554,Semisotka,Semisotka,"Semisotka,Семисотка",45.24676,35.565,P,PPLA3,UA,,11,703233,11132464,,1583,,26,Europe/Simferopol,2016-05-12
694558,Semypolky,Semypolky,"Semipolki,Semypolky,Семиполки",50.72627,30.93441,P,PPL,UA,,13,,,,2939,,116,Europe/Kiev,2013-05-08
694579,Simeykyne,Simeykyne,"Semejkino,Semeykino,Semeykinskiy,Simejkine,Simeykyne,Семейкино,Сімейкине",48.32643,39.53366,P,PPL,UA,,14,,,,2493,,199,Europe/Zaporozhye,2014-06-27
694590,Semenivka,Semenivka,"Semenivka,Semenivka i Tsjernihiv oblast,Semeniwka,Semenovka,Seminovka,Semionovka,Semjonovka,Semyonovka,Semënovka,Ssemenowka,smnybqh,smnyfka,xie miao nuo fu ka,Семеновка,Семенівка,Семёновка,Սեմյոնովկա,סמניבקה,سمنیفکا,სემიონოვკა,謝苗諾夫卡",52.17827,32.58183,P,PPLA2,UA,,2,,,,9320,,160,Europe/Kiev,2014-11-05
694603,Semenivka,Semenivka,"Semenivka,Semenovka,Semënovka,Семеновка,Семенівка",49.59031,33.18049,P,PPLA2,UA,,18,,,,7305,,92,Europe/Kiev,2014-12-03
694677,Selydove,Selydove,"Selidove,Selidovka,Selidovo,Selydove,Selydowe,Selîdove,Sełydowe,Sélydové,selidovo,slydwfh,xie li duo wei,Селидове,Селидово,Սելիդովո,سلیدوفه,სელიდოვო,謝利多韋",48.14708,37.30032,P,PPL,UA,,5,,,,24269,,167,Europe/Kiev,2014-06-27
694691,Silets’,Silets',"Selets,Selets Bel'ski,Selets Bel’ski,Sielec,Sielec Belski,Sielec Bełski,Silec',Silets',Silets’,Сілець",50.29712,24.20462,P,PPL,UA,,15,,,,3641,,194,Europe/Kiev,2012-11-08
694712,Syedove,Syedove,"Imeni G. Ya. Sedova,Imeni Sedova,Imeni Sedova G. Ya.,Krivaya Kosa,Sedova,Sedove,Sedovo,Sehdove,Syedove,Седово,Сэдове,Сєдове",47.07678,38.15602,P,PPL,UA,,5,,,,2667,,2,Europe/Kiev,2014-08-06
694715,Sedniv,Sedniv,"Sednev,Sedniv,Sednëv,Седнев,Седнів",51.64473,31.56497,P,PPL,UA,,2,,,,1222,,138,Europe/Kiev,2016-09-09
694725,Shchastya,Shchastya,"Schast'e,Schast'ye,Schast’ye,Shchastya,Shhastja,Счастье,Щастя",48.73963,39.2323,P,PPL,UA,,14,,,,13800,,45,Europe/Zaporozhye,2014-04-30
694745,Savran’,Savran',"Savran',Savran’,Саврань",48.13219,30.08247,P,PPLA2,UA,,17,694744,,,7000,,94,Europe/Kiev,2017-03-14
694752,Savyntsi,Savyntsi,"Savinci,Savincy,Savintsi,Savintsy,Savyntsi,Sawinzy,Савинцы,Савинці",49.40257,37.06266,P,PPL,UA,,7,,,,5326,,101,Europe/Kiev,2014-06-27
694792,Sarny,Sarny,"Sarni,Sarnv,Sarny,Sarnî,Sarnı,sa er nei,sarni,sarny,Сарни,Сарны,Սարնի,סארני,سارنی,სარნი,薩爾內",51.33795,26.60191,P,PPLA2,UA,,19,,,,27097,,158,Europe/Kiev,2014-08-06
694812,Sarata,Sarata,"Sarata,Serata,Сарата",46.01966,29.66567,P,PPLA2,UA,,17,694810,,,5035,,13,Europe/Kiev,2017-03-14
694864,Sambir,Sambir,"Gorad Sambar,Sambir,Sambira,Sambiras,Sambor,Szambir,sambori,sambyr,sang bo er,smbyr,Горад Самбар,Самбир,Самбор,Самбір,Սամբոր,סמביר,سامبیر,სამბორი,桑博爾",49.5183,23.19752,P,PPLA2,UA,,15,,,,35197,,308,Europe/Kiev,2016-08-03
694910,Saki,Saki,"Sakai,Saki,Sako,Sakî,Sakõ,Saq,Szaki,sa ji,Σάκι,Саки,Սակի,საკი,薩基",45.13424,33.59996,P,PPLA2,UA,,11,8449685,,,28322,,17,Europe/Simferopol,2016-06-09
694919,Sakhnovshchyna,Sakhnovshchyna,"Sakhnovshchina,Sakhnovshchyna,Sakhnovshhina,Сахновщина",49.15166,35.87198,P,PPLA2,UA,,7,,,,8188,,169,Europe/Kiev,2016-04-10
694934,Sadzhavka,Sadzhavka,"Sadzavka,Sadzhavka,Sazhovka,Саджавка",48.56603,24.7882,P,PPL,UA,,6,,,,3278,,364,Europe/Kiev,2012-01-18
694955,Sadovoye,Sadovoye,"Novo-Caricyno,Sadove,Sadovoe,Sadovoye,Но́во-Цари́цыно,Садове,Садовое",45.31037,34.6526,P,PPLA3,UA,,11,700018,11152979,,2874,56,53,Europe/Simferopol,2016-08-10
694992,Rzhyshchiv,Rzhyshchiv,"Rzhishchev,Rzhishchëv,Rzhishhev,Rzhyshchiv,Rzisiv,Ржищев,Ржищів",49.96886,31.04628,P,PPL,UA,,13,,,,7993,,90,Europe/Kiev,2014-06-26
695026,Rykhtychi,Rykhtychi,"Rihtici,Rikhtichi,Rikhtsitse,Rychcice,Rykhtichi,Rykhtsitse,Rykhtychi,Рихтичи,Рихтичі",49.38511,23.55662,P,PPL,UA,,15,,,,3115,,293,Europe/Kiev,2016-08-03
695052,Rybakivka,Rybakivka,"Adshijask,Adzhiaska,Adzhiyask,Rybakivka,Rybakovka,Рыбаковка",46.61712,31.34995,P,PPL,UA,,16,,,,1640,,10,Europe/Kiev,2012-01-18
695053,Rybach'e,Rybach'e,"Ribache,Rybach'e,Rybach’e,Tuak,Рибаче,Рыбачье,Туа́к",44.77331,34.59609,P,PPL,UA,,11,8449688,,,1414,17,17,Europe/Simferopol,2016-05-23
695082,Ruzhyn,Ruzhyn,"Rushin,Ruzhin,Ruzhyn,Ружин",49.7228,29.20455,P,PPLA2,UA,,27,,,,4993,,227,Europe/Kiev,2014-10-01
695104,Russkaya Polyana,Russkaya Polyana,"Rus'ka Poljana,Russkaja Poljana,Russkaya Polyana,Русская Поляна,Руська Поляна",49.417,31.92009,P,PPL,UA,,1,,,,7780,,116,Europe/Kiev,2010-12-27
695120,Rusakovka,Rusakovka,"Kokej Russkij,Rusakivka,Rusakovka,Коке́й Ру́сский,Русаковка,Русаківка",45.12369,34.47458,P,PPLA3,UA,,11,712585,11152841,,918,242,240,Europe/Simferopol,2016-05-31
695205,Rudne,Rudne,"Rudno,Рудно",49.83333,23.9,P,PPL,UA,,15,,,,6016,,311,Europe/Kiev,2008-01-15
695221,Rudky,Rudky,"Rudki,Rudky,Рудки",49.65306,23.48702,P,PPL,UA,,15,,,,4912,,265,Europe/Kiev,2013-01-10
695265,Ruch’i,Ruch'i,"Kopkary Nemeckie,Ruch'i,Ruch’i,Копкары́ Неме́цкие,Ручьи,Руч’ї",45.78564,33.66093,P,PPLA3,UA,,11,695741,11153037,,1047,7,10,Europe/Simferopol,2016-08-11
695274,Rubizhne,Rubizhne,"Rubezhnaya,Rubezhnoe,Rubezhnoye,Rubizhne,Rubizne,Рубежное,Рубіжне",49.01229,38.37967,P,PPL,UA,,14,,,,62993,,73,Europe/Zaporozhye,2013-11-23
695298,Rozvadiv,Rozvadiv,"Razvandov,Rozvadiv,Rozvadov,Rozvaduv,Розвадов,Розвадів",49.50323,23.962,P,PPL,UA,,15,,,,3098,,265,Europe/Kiev,2016-08-03
695304,Rozivka,Rozivka,"Lyuksemburg,Rosowka,Rozenberg,Rozivka,Rozovka,Розовка,Розівка",47.38484,37.06792,P,PPLA2,UA,,26,,,,0,,228,Europe/Zaporozhye,2015-04-25
695307,Rozivka,Rozivka,"Rozivka,Rozovka,Розівка",46.9394,35.77207,P,PPL,UA,,26,,,,4197,,63,Europe/Zaporozhye,2015-12-06
695315,Rozhnyativ,Rozhnyativ,"Rozhnitiv,Rozhnjativ,Rozhnyativ,Rozhnyatov,Rozhnyatuv,Roznativ,Roznatov,Rozniatow,Roznitev,Roznjativ,Roznyatuv,Rożniatów,Рожнятів",48.93576,24.16379,P,PPLA2,UA,,6,,,,3983,,362,Europe/Kiev,2014-09-05
695320,Rozhniv,Rozhniv,"Rozhnev,Rozhniv,Rozhnov,Rozhnyuv,Rozniv,Roznov,Roznow,Rożnów,Рожнів",48.36597,25.2258,P,PPL,UA,,6,,,,5351,,282,Europe/Kiev,2012-01-18
695326,Rozhyshche,Rozhyshche,"Rozhishche,Rozhishhe,Rozhyshche,Rozyszcze,Рожище",50.91542,25.26906,P,PPLA2,UA,,24,,,,13280,,180,Europe/Kiev,2014-08-06
695342,Rozdil,Rozdil,"Razdol,Rozdil,Rozdo,Rozdol,Rozdul,Роздол,Розділ",49.46144,24.0623,P,PPL,UA,,15,,,,2892,,271,Europe/Kiev,2017-01-04
695344,Rozdil’na,Rozdil'na,"Posad Pazdelnaya,Razdel'naja,Razdel'naya,Razdel’naya,Раздельная",46.84334,30.07919,P,PPLA2,UA,,17,695745,,,17615,,146,Europe/Kiev,2017-03-14
695365,Rivne,Rivne,"Rivne,Rovno,Rovnoye,Ровно,Рівне",48.24742,31.75432,P,PPL,UA,,10,,,,5296,,151,Europe/Kiev,2017-08-28
695379,Roven’ky,Roven'ky,"Roven'ki,Roven'ky,Rovenki,Roven’ki,Roven’ky,Rowenki,Ровеньки",48.08331,39.37764,P,PPL,UA,,14,,,,53600,,265,Europe/Zaporozhye,2014-04-30
695439,Roskoshnyy,Roskoshnyy,"Raskoshnaya,Roskoshnaja,Roskoshnaya,Roskoshno,Roskoshnyy,Роскошная",49.37087,30.18471,P,PPL,UA,,13,,,,3140,,240,Europe/Kiev,2012-01-18
695441,Rozkishne,Rozkishne,"Imeni Tel'mana,Imeni Tel’mana,Kozlyach'ye,Kozlyach’ye,Roskoshnoe,Roskoshnoye,Rozkishne,Rozkisne,Tel'mana,Tel’mana,Vasil'yevka,Vasil’yevka,Розкішне,Роскошное",48.48959,39.27881,P,PPL,UA,,14,,,,6205,,55,Europe/Zaporozhye,2014-08-06
695444,Roskoshnoye,Roskoshnoye,"Roskoshnoe,Roskoshnoye,Rozkishne,Seit-Bulat Novyj,Розкішне,Роскошное,Сеи́т-Була́т Но́вый",45.65187,34.11552,P,PPLA3,UA,,11,709333,11152862,,559,31,30,Europe/Simferopol,2016-06-09
695459,Ropcha,Ropcha,"Ropcha,Ropche,Ропча",48.11988,25.77421,P,PPL,UA,,3,,,,3189,,344,Europe/Kiev,2012-01-18
695463,Romodan,Romodan,"Romodan,Ромодан",49.99055,33.32506,P,PPL,UA,,18,,,,3225,,151,Europe/Kiev,2014-03-07
695464,Romny,Romny,"Rommy,Romnai,Romni,Romny,Romnî,Romnı,lomni,luo mu nei,romni,romunu~i,rwmny,Ромни,Ромны,Ռոմնի,רומני,رومنی,რომნი,ロムヌィ,羅姆內,롬니",50.75104,33.47471,P,PPLA2,UA,,21,,,,48570,,157,Europe/Kiev,2014-11-05
695469,Romashkino,Romashkino,"Ikor,Romashkine,Romashkino,Sokur-Koj,Ико́р,Ромашкине,Ромашкино,Соку́р-Кой",45.25647,33.25517,P,PPLA3,UA,,11,694905,11153104,,1427,38,38,Europe/Simferopol,2016-08-12
695515,Rokosovo,Rokosovo,"Rokosiv,Rokosov,Rokosovo,Рокосово",48.21018,23.17624,P,PPL,UA,,25,,,,4544,,177,Europe/Uzhgorod,2012-05-06
695516,Rokytne,Rokytne,"Rakitno,Rakitnoye,Rokitino,Rokitne,Rokitno,Rokitnoye,Rokytne,Рокитне",51.2796,27.214,P,PPLA2,UA,,19,,,,11726,,174,Europe/Kiev,2014-08-06
695559,Rohatyn,Rohatyn,"Gorad Ragatyn,Rogatin,Rogatın,Rohatin,Rohatina,Rohatino,Rohatyn,Rohatîn,luo jia jing,rwhatyn,Горад Рагатын,Рогатин,Ռոհատին,רוהאטין,روهاتین,روہاتین,ڕۆھاتین,როგატინი,羅加京",49.409,24.60927,P,PPLA2,UA,,6,,,,8287,,255,Europe/Kiev,2014-09-05
695574,Rodnikovo,Rodnikovo,"Rodnikove,Rodnikovo,Staryj Kulchuk,Родникове,Родниково,Старый Кулчу́к",45.04296,33.95407,P,PPLA3,UA,,11,693803,11152619,,3492,159,159,Europe/Simferopol,2016-05-13
695581,Rodyns’ke,Rodyns'ke,"Khutor Liman,Krasnyy Liman,Liman,Rodins'ke,Rodinskoe,Rodinskoye,Rodyns'ke,Rodyns’ke,Родинское,Родинське",48.35199,37.20602,P,PPL,UA,,5,,,,11550,,192,Europe/Kiev,2014-06-27
695584,Rodatychi,Rodatychi,"Rodatichi,Rodatyche,Rodatychi,Rodatycze,Родатичи,Родатичі",49.79862,23.53336,P,PPL,UA,,15,,,,1912,,244,Europe/Kiev,2013-02-16
695594,Rivne,Rivne,"Eractum,Gorad Rouna,RWN,Rivne,Rivno,Rivnė,Riwne,Rovno,Rowne,Ruvne,Równe,liune,luo fu nuo,riune,rovno,rwbnw,rwfnw,rywn,rywnh,Горад Роўна,Ровно,Рівне,Ռովնո,ראוונע,רובנו,روفنو,ریون,ریونه,როვნო,リウネ,羅夫諾,리우네",50.62308,26.22743,P,PPLA,UA,,19,,,,255106,,207,Europe/Kiev,2013-05-05
695643,Reshetylivka,Reshetylivka,"Resetilivka,Reshetilivka,Reshetilovka,Reshetylivka,Решетиловка,Решетилівка",49.56501,34.07815,P,PPLA2,UA,,18,,,,9336,,90,Europe/Kiev,2014-12-03
695653,Ripky,Ripky,"Reoki,Repki,Ripki,Ripky,Репки,Ріпки",51.80105,31.08383,P,PPLA2,UA,,2,,,,7708,,145,Europe/Kiev,2014-11-05
695670,Reni,Reni,"Reni,lie ni,reni,rny  awkrayn,Рени,Рені,Ռենի,رنی، اوکراین,რენი,列尼",45.45727,28.29317,P,PPLA2,UA,,17,,,,19719,,29,Europe/Kiev,2014-11-05
695697,Richky,Richky,"Rechki,Richki,Richky,Rzyczki,Zhichki,Zhychki,Речки,Річки",50.27706,23.64617,P,PPL,UA,,15,,,,1319,230,235,Europe/Kiev,2013-02-18
695699,Rechka,Rechka,"Rechka,Rechki,Richka,Речка,Річка",48.28034,24.9333,P,PPL,UA,UA,6,,,,2075,,550,Europe/Kiev,2010-08-16
695740,Razdol’noye,Razdol'noye,"Ak-Shejkh,Aq Sejich,Aq Šejiχ,Razdol'noe,Razdol'noye,Razdol’noye,Rozdol'ne,Ак-Ше́йх,Раздольное,Роздольне",45.77083,33.48777,P,PPLA2,UA,,11,695741,11153022,,7326,30,19,Europe/Simferopol,2017-03-28
695781,Rava-Rus’ka,Rava-Rus'ka,"Rava-Rus'ka,Rava-Ruska,Rava-Russkaja,Rava-Russkaya,Rava-Rus’ka,Rawa Ruska,Рава-Русская,Рава-Руська",50.23079,23.62825,P,PPL,UA,,15,,,,8328,,241,Europe/Kiev,2013-02-18
695789,Ratne,Ratne,"Rafno,Ratne,Ratno,Ратне",51.6683,24.5303,P,PPLA2,UA,,24,,,,9081,,156,Europe/Kiev,2014-08-06
695798,Rozsypne,Rozsypne,"Rassypnoy,Rassypnoye,Rozsipne,Rozsypne,Розсипне",48.14966,38.57619,P,PPL,UA,,5,,,,4911,,250,Europe/Kiev,2014-06-05
695821,Ralivka,Ralivka,"Radlovichi,Ralevka,Ralivka,Ралевка,Ралівка",49.49982,23.23739,P,PPL,UA,,15,,,,3926,,325,Europe/Kiev,2016-08-03
695826,Rakiv Lis,Rakiv Lis,"Rakiv Lis,Rakov Les,Rakovy Lyas,Раків Ліс",51.62174,24.92427,P,PPL,UA,,24,,,,2958,,153,Europe/Kiev,2012-01-18
695844,Rakoshyno,Rakoshyno,"Beregrakos,Beregrákos,Rakoshin,Rakoshino,Rakoshyn,Rakoshyno,Ракошин,Ракошино",48.46713,22.59687,P,PPL,UA,,25,,,,3145,,115,Europe/Uzhgorod,2012-04-05
695849,Rokytne,Rokytne,"Rakitno,Rakitnoe,Rakitnoye,Rokitne,Rokytne,Ракитное,Рокитне",49.68665,30.47384,P,PPLA2,UA,,13,,,,0,,155,Europe/Kiev,2014-10-01
695859,Rakhiv,Rakhiv,"Rachov,Rakhiv,Rakhov,Rakhovo,Рахов,Рахів",48.0526,24.20089,P,PPLA2,UA,,25,,,,14674,,439,Europe/Uzhgorod,2015-10-13
695912,Radomyshl,Radomyshl,"Radomishl,Radomishl',Radomyshl',Radomyshl’,Радомишль,Радомышль",50.49613,29.22911,P,PPLA2,UA,,27,,,,15252,,163,Europe/Kiev,2017-07-31
695930,Radens’k,Radens'k,"Radens'k,Radensk,Radenskoye,Radens’k,Redanskoje,Раденск,Раденськ",46.5486,32.92787,P,PPL,UA,,8,,,,3972,,14,Europe/Kiev,2017-08-02
695935,Radekhiv,Radekhiv,"Radekhiv,Radekhov,Radzekhov,Radzekhuv,Radziechow,Radziechów,Радехів",50.28249,24.64279,P,PPLA2,UA,,15,,,,0,,227,Europe/Kiev,2014-08-06
695937,Radcha,Radcha,"Radcha,Radcza,Радча",48.85023,24.65502,P,PPL,UA,,6,,,,2927,,287,Europe/Kiev,2012-01-18
695965,Piatykhatky,Piatykhatky,"P'yatykhatky,Peatihatki,Peatîhatkî,Piatyjatky,Pitikhatki,Pjatichatka,Pjatichatki,Pjatikhatki,Pjatychatky,Pjatykhatky i Dnipropetrovsk oblast,Pyatihatki,Pyatikhatka,Pyatikhatki,Pyatixatki,Pyatıhatkı,pi ya ji ha te ji,puyatihatoki,pyatykhatky,Пятихатки,Пјатихатки,Պյատիխատկի,پیاتیخاتکی,პიატიხატკი,プヤティハートキ,皮亞季哈特基",48.41333,33.71056,P,PPL,UA,UA,4,,,,20459,,169,Europe/Kiev,2009-10-01
695970,Pyatikhatka,Pyatikhatka,"Beshuj-Ehli,P'jatikhatka,Pjatikhatka,Pyatikhatka,Бешу́й-Эли́,Пятихатка,П’ятихатка",45.32347,34.25516,P,PPLA3,UA,,11,704383,11152926,,2375,61,61,Europe/Simferopol,2016-07-27
696008,Putyvl’,Putyvl',"Putivl',Putivl’,Putyvl',Putyvl’,Путивль",51.33745,33.87066,P,PPLA2,UA,,21,,,,20000,,184,Europe/Kiev,2014-07-08
696017,Putyla,Putyla,"Putila,Putyla,Storonets Putilla,Путила",47.98869,25.09455,P,PPLA2,UA,,3,,,,0,,629,Europe/Kiev,2014-10-01
696032,Pustomyty,Pustomyty,"Pustomiti,Pustomyty,Пустомити,Пустомыты",49.71532,23.91295,P,PPLA2,UA,,15,,,,9434,,301,Europe/Kiev,2014-08-06
696040,Pushkino,Pushkino,"Ehsen-Ehki,Pushkine,Pushkino,Пушкино,Пушкіне,Эсен-Эки́",45.20373,34.97642,P,PPLA3,UA,,11,693058,11153128,,1098,61,63,Europe/Simferopol,2016-08-15
696063,Pukhivka,Pukhivka,"Pukhivka,Pukhovka,Пуховка,Пухівка",50.6097,30.7177,P,PPL,UA,,13,,,,1996,96,97,Europe/Kiev,2016-06-03
696108,Pryluky,Pryluky,"Priluki,Pryluki,Pryluky,Pryłuki,Прилуки",50.59323,32.38761,P,PPLA2,UA,,2,,,,62823,,127,Europe/Kiev,2014-11-05
696127,Prudyanka,Prudyanka,"Prudjanka,Prudyanka,Прудянка",50.23606,36.16835,P,PPL,UA,,7,,,,1924,,133,Europe/Kiev,2014-06-27
696128,Prudy,Prudy,"Ablesh,Prudi,Prudy,Абле́ш,Пруди,Пруды",45.23922,34.70217,P,PPLA3,UA,,11,693058,11153127,,1876,139,87,Europe/Simferopol,2016-08-15
696152,Prostornoye,Prostornoye,"Prostorne,Prostornoe,Prostornoye,Shirin Novyj,Просторне,Просторное,Шири́н Но́вый",45.65597,34.69837,P,PPLA3,UA,,11,709333,11152861,,635,7,9,Europe/Simferopol,2016-06-09
696204,Pryyutivka,Pryyutivka,"Prijutivka,Prijutovka,Priyutovka,Pryyutivka,Приютовка,Приютівка",48.72094,33.07078,P,PPL,UA,,10,,,,3238,,107,Europe/Kiev,2016-06-04
696218,Pryvillya,Pryvillya,"Privilla,Privol'e,Privol'noye,Privol'ye,Privol’noye,Privol’ye,Pryvillya,Приволье,Привілля",49.01501,38.30457,P,PPL,UA,,14,,,,8669,,71,Europe/Zaporozhye,2014-06-26
696239,Privetnoye,Privetnoye,"Dzhuma-Ehli,Privetnoe,Privetnoye,Privitne,Джума́-Эли́,Приветное,Привітне",45.11969,35.0596,P,PPLA3,UA,,11,705800,11152900,,2592,147,131,Europe/Simferopol,2016-07-21
696240,Privetnoye,Privetnoye,"Privetnoe,Privetnoye,Privitne,Uskut,Приветное,Привітне,Уску́т",44.82145,34.67935,P,PPL,UA,,11,8449688,,,1867,72,60,Europe/Simferopol,2016-05-23
696262,Pryshyb,Pryshyb,"Prishib,Pryshyb,Пришиб",47.25927,35.31953,P,PPL,UA,,26,,,,3365,,90,Europe/Zaporozhye,2015-12-06
696275,Priozyornoye,Priozyornoye,"Churubash,Priozerne,Priozernoe,Priozyornoye,Приозерне,Приозерное,Чуруба́ш",45.2699,36.33405,P,PPLA3,UA,,11,703233,11132014,,3005,,9,Europe/Simferopol,2016-05-23
696280,Sartana,Sartana,"Primorskoe,Primorskoye,Sartana,Приморское,Сартана",47.17436,37.69266,P,PPL,UA,,5,,,,10543,,13,Europe/Kiev,2014-09-05
696291,Primorskiy,Primorskiy,"Primors'kij,Primorskij,Primorskiy,Приморский,Приморський",45.11904,35.48025,P,PPL,UA,,11,8449683,,,12560,6,14,Europe/Simferopol,2016-05-23
696292,Prymors’k,Prymors'k,"Nogaisk,Nogaysk,Primors'k,Primorsk,Primorskoye,Prymors'k,Prymors’k,Приморск,Приморськ",46.73479,36.34425,P,PPLA2,UA,,26,,,,13900,,13,Europe/Zaporozhye,2014-06-05
696302,Prykolotne,Prykolotne,"Prikolotne,Prikolotnoe,Prikolotnoye,Prykolotne,Приколотне,Приколотное",50.16273,37.34524,P,PPL,UA,,7,,,,2499,,213,Europe/Kiev,2013-11-09
696332,Pryazovs’ke,Pryazovs'ke,"Pokrovka,Priazovs'ke,Priazovskoye,Pryazovs'ke,Pryazovs’ke,Vtoraya Pokrovka,Приазовське",46.73426,35.64251,P,PPLA2,UA,,26,,,,0,,21,Europe/Zaporozhye,2014-06-05
